country,age_grp,meas,iso3c,value,itz
Afghanistan,<65,median,AFG,3.7999999999999995e-5,Asia-Europe
Albania,<65,median,ALB,4e-6,Europe
Algeria,<65,median,DZA,3.7999999999999995e-5,Europe
Angola,<65,median,AGO,3.7999999999999995e-5,Africa
Antigua_and_Barbuda,<65,median,ATG,1.2e-5,NA
Argentina,<65,median,ARG,3e-5,Southern America
Armenia,<65,median,ARM,4e-6,Asia-Europe
Australia,<65,median,AUS,5e-6,Oceania-Melanesia-Polynesia
Austria,<65,median,AUT,1e-5,Europe
Azerbaijan,<65,median,AZE,3.6e-5,Asia-Europe
Bahamas,<65,median,BHS,1.4e-5,Northern America
Bahrain,<65,median,BHR,4e-6,Asia-Europe
Bangladesh,<65,median,BGD,3.7000000000000005e-5,Eastern and Southern Asia
Barbados,<65,median,BRB,2.5e-5,Southern America
Belarus,<65,median,BLR,7e-6,Europe
Belgium,<65,median,BEL,8e-6,Europe
Belize,<65,median,BLZ,1.2e-5,Northern America
Benin,<65,median,BEN,3.7000000000000005e-5,Africa
Bhutan,<65,median,BTN,3.7000000000000005e-5,Eastern and Southern Asia
Bolivia,<65,median,BOL,3.7000000000000005e-5,Southern America
Bosnia_and_Herzegovina,<65,median,BIH,4e-6,Europe
Botswana,<65,median,BWA,3.7000000000000005e-5,Africa
Brazil,<65,median,BRA,1.4e-5,Southern America
Brunei_Darussalam,<65,median,BRN,7e-6,Eastern and Southern Asia
Bulgaria,<65,median,BGR,1e-5,Europe
Burkina_Faso,<65,median,BFA,3.7000000000000005e-5,Africa
Burundi,<65,median,BDI,3.7999999999999995e-5,Africa
Cambodia,<65,median,KHM,3.7999999999999995e-5,Eastern and Southern Asia
Cameroon,<65,median,CMR,3.7000000000000005e-5,Africa
Canada,<65,median,CAN,4e-6,Northern America
Cape_Verde,<65,median,CPV,3.6e-5,Africa
Central_African_Republic,<65,median,CAF,3.7000000000000005e-5,Africa
Chad,<65,median,TCD,3.7000000000000005e-5,Africa
Chile,<65,median,CHL,1.4e-5,Southern America
Hong_Kong,<65,median,HKG,4e-6,Eastern and Southern Asia
China,<65,median,CHN,7e-6,Eastern and Southern Asia
Colombia,<65,median,COL,9e-6,Southern America
Comoros,<65,median,COM,3.7999999999999995e-5,Africa
Congo,<65,median,COG,3.7000000000000005e-5,Africa
Costa_Rica,<65,median,CRI,9e-6,Southern America
Côte_d'Ivoire,<65,median,CIV,3.7000000000000005e-5,Africa
Croatia,<65,median,HRV,5e-6,Europe
Cuba,<65,median,CUB,8e-6,Northern America
Cyprus,<65,median,CYP,4e-6,Asia-Europe
Czech_Republic,<65,median,CZE,5e-6,Europe
Democratic_People's_Republic_of_Korea,<65,median,PRK,1e-5,Eastern and Southern Asia
Democratic_Republic_of_the_Congo,<65,median,COD,3.7000000000000005e-5,Africa
Denmark,<65,median,DNK,6e-6,Europe
Djibouti,<65,median,DJI,3.6e-5,Asia-Europe
Dominican_Republic,<65,median,DOM,9e-6,Southern America
Ecuador,<65,median,ECU,1.5e-5,Northern America
Egypt,<65,median,EGY,3.9e-5,Asia-Europe
El_Salvador,<65,median,SLV,3.7000000000000005e-5,Southern America
Equatorial_Guinea,<65,median,GNQ,3.7999999999999995e-5,Africa
Eritrea,<65,median,ERI,3.6e-5,Asia-Europe
Estonia,<65,median,EST,8e-6,Europe
Ethiopia,<65,median,ETH,3.7000000000000005e-5,Africa
Fiji,<65,median,FJI,2.1000000000000002e-5,Oceania-Melanesia-Polynesia
Finland,<65,median,FIN,2e-6,Europe
France,<65,median,FRA,4e-6,Europe
Gabon,<65,median,GAB,3.7000000000000005e-5,Africa
Gambia,<65,median,GMB,3.7999999999999995e-5,Africa
Georgia,<65,median,GEO,1e-5,Asia-Europe
Germany,<65,median,DEU,4e-6,Europe
Ghana,<65,median,GHA,3.7000000000000005e-5,Africa
Greece,<65,median,GRC,4e-6,Europe
Grenada,<65,median,GRD,2e-5,NA
Guatemala,<65,median,GTM,3e-5,Northern America
Guinea,<65,median,GIN,3.7999999999999995e-5,Africa
Guinea-Bissau,<65,median,GNB,3.7999999999999995e-5,Africa
Guyana,<65,median,GUY,2.6000000000000002e-5,Southern America
Haiti,<65,median,HTI,3.7999999999999995e-5,Southern America
Honduras,<65,median,HND,1e-5,Northern America
Hungary,<65,median,HUN,5e-6,Europe
Iceland,<65,median,ISL,0,Europe
India,<65,median,IND,2.1000000000000002e-5,Eastern and Southern Asia
Indonesia,<65,median,IDN,3.7999999999999995e-5,Eastern and Southern Asia
Iran_(Islamic_Republic_of),<65,median,IRN,7e-6,Asia-Europe
Iraq,<65,median,IRQ,3.7999999999999995e-5,Asia-Europe
Ireland,<65,median,IRL,2e-6,Europe
Israel,<65,median,ISR,2e-6,Asia-Europe
Italy,<65,median,ITA,2e-6,Europe
Jamaica,<65,median,JAM,9e-6,Southern America
Japan,<65,median,JPN,2e-6,Eastern and Southern Asia
Jordan,<65,median,JOR,1e-5,Asia-Europe
Kazakhstan,<65,median,KAZ,2.4e-5,Asia-Europe
Kenya,<65,median,KEN,3.7999999999999995e-5,Africa
Kiribati,<65,median,KIR,3.7000000000000005e-5,NA
Kuwait,<65,median,KWT,9e-6,Asia-Europe
Kyrgyzstan,<65,median,KGZ,1.3000000000000001e-5,Asia-Europe
Lao_People's_Democratic_Republic,<65,median,LAO,3.7000000000000005e-5,Eastern and Southern Asia
Latvia,<65,median,LVA,1.3000000000000001e-5,Europe
Lebanon,<65,median,LBN,4e-6,Asia-Europe
Lesotho,<65,median,LSO,3.7999999999999995e-5,Africa
Liberia,<65,median,LBR,3.7999999999999995e-5,Africa
Libya,<65,median,LBY,1e-5,Europe
Lithuania,<65,median,LTU,9e-6,Europe
Luxembourg,<65,median,LUX,4e-6,Europe
Madagascar,<65,median,MDG,3.7999999999999995e-5,Africa
Malawi,<65,median,MWI,3.7999999999999995e-5,Africa
Malaysia,<65,median,MYS,3.7999999999999995e-5,Eastern and Southern Asia
Maldives,<65,median,MDV,6e-6,Eastern and Southern Asia
Mali,<65,median,MLI,3.7000000000000005e-5,Africa
Malta,<65,median,MLT,6e-6,Europe
Mauritania,<65,median,MRT,3.7999999999999995e-5,Africa
Mauritius,<65,median,MUS,1e-5,Africa
Mexico,<65,median,MEX,1.4e-5,Northern America
Micronesia_(Federated_States_of),<65,median,FSM,4e-5,NA
Mongolia,<65,median,MNG,1.5e-5,Eastern and Southern Asia
Montenegro,<65,median,MNE,4e-6,Europe
Morocco,<65,median,MAR,3.7000000000000005e-5,Europe
Mozambique,<65,median,MOZ,3.7999999999999995e-5,Africa
Myanmar,<65,median,MMR,3.7000000000000005e-5,Eastern and Southern Asia
Namibia,<65,median,NAM,3.7000000000000005e-5,Africa
Nepal,<65,median,NPL,3.9e-5,Eastern and Southern Asia
Netherlands,<65,median,NLD,4e-6,Europe
New_Zealand,<65,median,NZL,3e-6,Oceania-Melanesia-Polynesia
Nicaragua,<65,median,NIC,9e-6,Northern America
Niger,<65,median,NER,3.7000000000000005e-5,Africa
Nigeria,<65,median,NGA,3.7999999999999995e-5,Africa
Norway,<65,median,NOR,9e-6,Europe
Oman,<65,median,OMN,1e-5,Asia-Europe
Pakistan,<65,median,PAK,3.7000000000000005e-5,Asia-Europe
Panama,<65,median,PAN,1.1000000000000001e-5,Southern America
Papua_New_Guinea,<65,median,PNG,3.7000000000000005e-5,Eastern and Southern Asia
Paraguay,<65,median,PRY,2.2000000000000003e-5,Southern America
Peru,<65,median,PER,3.7000000000000005e-5,Northern America
Philippines,<65,median,PHL,4e-5,Eastern and Southern Asia
Poland,<65,median,POL,8e-6,Europe
Portugal,<65,median,PRT,6e-6,Europe
Qatar,<65,median,QAT,5e-6,Asia-Europe
Republic_of_Korea,<65,median,KOR,1e-6,Eastern and Southern Asia
Moldova,<65,median,MDA,2.6000000000000002e-5,Europe
Romania,<65,median,ROU,6e-6,Europe
Russia,<65,median,RUS,2.9e-5,Eastern and Southern Asia
Rwanda,<65,median,RWA,3.7999999999999995e-5,Asia-Europe
Saint_Lucia,<65,median,LCA,1.2e-5,Southern America
Saint_Vincent_and_the_Grenadines,<65,median,VCT,2e-5,Southern America
Samoa,<65,median,WSM,1.1000000000000001e-5,Oceania-Melanesia-Polynesia
Sao_Tome_and_Principe,<65,median,STP,3.7999999999999995e-5,Africa
Saudi_Arabia,<65,median,SAU,9e-6,Asia-Europe
Senegal,<65,median,SEN,3.7000000000000005e-5,Africa
Serbia,<65,median,SRB,7e-6,Europe
Seychelles,<65,median,SYC,2.2000000000000003e-5,NA
Sierra_Leone,<65,median,SLE,3.6e-5,Africa
Singapore,<65,median,SGP,1.5e-5,Eastern and Southern Asia
Slovakia,<65,median,SVK,9e-6,Europe
Slovenia,<65,median,SVN,3e-6,Europe
Solomon_Islands,<65,median,SLB,3.7000000000000005e-5,Oceania-Melanesia-Polynesia
Somalia,<65,median,SOM,3.7999999999999995e-5,Africa
South_Africa,<65,median,ZAF,5.1e-5,Africa
South_Sudan,<65,median,SSD,3.7000000000000005e-5,Africa
Spain,<65,median,ESP,3e-6,Europe
Sri_Lanka,<65,median,LKA,9e-6,Eastern and Southern Asia
Sudan,<65,median,SDN,3.6e-5,Africa
Suriname,<65,median,SUR,1.4e-5,Southern America
Swaziland,<65,median,SWZ,3.7999999999999995e-5,Africa
Sweden,<65,median,SWE,4e-6,Europe
Switzerland,<65,median,CHE,3e-6,Europe
Syria,<65,median,SYR,1e-5,Asia-Europe
Taiwan,<65,median,TWN,2e-6,Eastern and Southern Asia
Tajikistan,<65,median,TJK,3.7000000000000005e-5,Asia-Europe
Thailand,<65,median,THA,1.3000000000000001e-5,Eastern and Southern Asia
Macedonia,<65,median,MKD,4e-6,Europe
Timor-Leste,<65,median,TLS,3.7000000000000005e-5,Eastern and Southern Asia
Togo,<65,median,TGO,3.7999999999999995e-5,Africa
Tonga,<65,median,TON,1e-5,Oceania-Melanesia-Polynesia
Trinidad_and_Tobago,<65,median,TTO,1.2e-5,Southern America
Tunisia,<65,median,TUN,1e-5,Europe
Turkey,<65,median,TUR,6e-6,Asia-Europe
Turkmenistan,<65,median,TKM,3.7999999999999995e-5,Asia-Europe
Uganda,<65,median,UGA,3.7000000000000005e-5,Africa
Ukraine,<65,median,UKR,1.1000000000000001e-5,Europe
United_Arab_Emirates,<65,median,ARE,4e-6,Asia-Europe
United_Kingdom,<65,median,GBR,2.1000000000000002e-5,Europe
Tanzania,<65,median,TZA,3.7999999999999995e-5,Africa
United_States_of_America,<65,median,USA,6e-6,Northern America
Uruguay,<65,median,URY,1.8e-5,Southern America
Uzbekistan,<65,median,UZB,2.7000000000000002e-5,Asia-Europe
Vanuatu,<65,median,VUT,3.9e-5,Oceania-Melanesia-Polynesia
Venezuela,<65,median,VEN,9e-6,Southern America
Vietnam,<65,median,VNM,1e-5,Eastern and Southern Asia
Yemen,<65,median,YEM,3.7000000000000005e-5,Asia-Europe
Zambia,<65,median,ZMB,3.7999999999999995e-5,Africa
Zimbabwe,<65,median,ZWE,3.7000000000000005e-5,Africa
Afghanistan,<65,L95,AFG,4e-6,Asia-Europe
Albania,<65,L95,ALB,1e-6,Europe
Algeria,<65,L95,DZA,5e-6,Europe
Angola,<65,L95,AGO,4e-6,Africa
Antigua_and_Barbuda,<65,L95,ATG,0,NA
Argentina,<65,L95,ARG,1.8e-5,Southern America
Armenia,<65,L95,ARM,1e-6,Asia-Europe
Australia,<65,L95,AUS,2e-6,Oceania-Melanesia-Polynesia
Austria,<65,L95,AUT,4e-6,Europe
Azerbaijan,<65,L95,AZE,4e-6,Asia-Europe
Bahamas,<65,L95,BHS,3e-6,Northern America
Bahrain,<65,L95,BHR,1e-6,Asia-Europe
Bangladesh,<65,L95,BGD,4e-6,Eastern and Southern Asia
Barbados,<65,L95,BRB,4e-6,Southern America
Belarus,<65,L95,BLR,2e-6,Europe
Belgium,<65,L95,BEL,2e-6,Europe
Belize,<65,L95,BLZ,3e-6,Northern America
Benin,<65,L95,BEN,4e-6,Africa
Bhutan,<65,L95,BTN,4e-6,Eastern and Southern Asia
Bolivia,<65,L95,BOL,4e-6,Southern America
Bosnia_and_Herzegovina,<65,L95,BIH,1e-6,Europe
Botswana,<65,L95,BWA,4e-6,Africa
Brazil,<65,L95,BRA,3e-6,Southern America
Brunei_Darussalam,<65,L95,BRN,2e-6,Eastern and Southern Asia
Bulgaria,<65,L95,BGR,2e-6,Europe
Burkina_Faso,<65,L95,BFA,5e-6,Africa
Burundi,<65,L95,BDI,5e-6,Africa
Cambodia,<65,L95,KHM,4e-6,Eastern and Southern Asia
Cameroon,<65,L95,CMR,4e-6,Africa
Canada,<65,L95,CAN,1e-6,Northern America
Cape_Verde,<65,L95,CPV,4e-6,Africa
Central_African_Republic,<65,L95,CAF,4e-6,Africa
Chad,<65,L95,TCD,4e-6,Africa
Chile,<65,L95,CHL,1.1000000000000001e-5,Southern America
Hong_Kong,<65,L95,HKG,3e-6,Eastern and Southern Asia
China,<65,L95,CHN,2e-6,Eastern and Southern Asia
Colombia,<65,L95,COL,2e-6,Southern America
Comoros,<65,L95,COM,4e-6,Africa
Congo,<65,L95,COG,4e-6,Africa
Costa_Rica,<65,L95,CRI,2e-6,Southern America
Côte_d'Ivoire,<65,L95,CIV,4e-6,Africa
Croatia,<65,L95,HRV,1e-6,Europe
Cuba,<65,L95,CUB,2e-6,Northern America
Cyprus,<65,L95,CYP,1e-6,Asia-Europe
Czech_Republic,<65,L95,CZE,3e-6,Europe
Democratic_People's_Republic_of_Korea,<65,L95,PRK,2e-6,Eastern and Southern Asia
Democratic_Republic_of_the_Congo,<65,L95,COD,4e-6,Africa
Denmark,<65,L95,DNK,3e-6,Europe
Djibouti,<65,L95,DJI,5e-6,Asia-Europe
Dominican_Republic,<65,L95,DOM,2e-6,Southern America
Ecuador,<65,L95,ECU,2e-6,Northern America
Egypt,<65,L95,EGY,4e-6,Asia-Europe
El_Salvador,<65,L95,SLV,4e-6,Southern America
Equatorial_Guinea,<65,L95,GNQ,5e-6,Africa
Eritrea,<65,L95,ERI,4e-6,Asia-Europe
Estonia,<65,L95,EST,2e-6,Europe
Ethiopia,<65,L95,ETH,4e-6,Africa
Fiji,<65,L95,FJI,4e-6,Oceania-Melanesia-Polynesia
Finland,<65,L95,FIN,0,Europe
France,<65,L95,FRA,1e-6,Europe
Gabon,<65,L95,GAB,4e-6,Africa
Gambia,<65,L95,GMB,5e-6,Africa
Georgia,<65,L95,GEO,2e-6,Asia-Europe
Germany,<65,L95,DEU,1e-6,Europe
Ghana,<65,L95,GHA,5e-6,Africa
Greece,<65,L95,GRC,1e-6,Europe
Grenada,<65,L95,GRD,0,NA
Guatemala,<65,L95,GTM,4e-6,Northern America
Guinea,<65,L95,GIN,5e-6,Africa
Guinea-Bissau,<65,L95,GNB,4e-6,Africa
Guyana,<65,L95,GUY,4e-6,Southern America
Haiti,<65,L95,HTI,5e-6,Southern America
Honduras,<65,L95,HND,2e-6,Northern America
Hungary,<65,L95,HUN,1e-6,Europe
Iceland,<65,L95,ISL,0,Europe
India,<65,L95,IND,6e-6,Eastern and Southern Asia
Indonesia,<65,L95,IDN,4e-6,Eastern and Southern Asia
Iran_(Islamic_Republic_of),<65,L95,IRN,2e-6,Asia-Europe
Iraq,<65,L95,IRQ,4e-6,Asia-Europe
Ireland,<65,L95,IRL,0,Europe
Israel,<65,L95,ISR,1e-6,Asia-Europe
Italy,<65,L95,ITA,1e-6,Europe
Jamaica,<65,L95,JAM,2e-6,Southern America
Japan,<65,L95,JPN,2e-6,Eastern and Southern Asia
Jordan,<65,L95,JOR,2e-6,Asia-Europe
Kazakhstan,<65,L95,KAZ,3e-6,Asia-Europe
Kenya,<65,L95,KEN,4e-6,Africa
Kiribati,<65,L95,KIR,0,NA
Kuwait,<65,L95,KWT,2e-6,Asia-Europe
Kyrgyzstan,<65,L95,KGZ,3e-6,Asia-Europe
Lao_People's_Democratic_Republic,<65,L95,LAO,4e-6,Eastern and Southern Asia
Latvia,<65,L95,LVA,3e-6,Europe
Lebanon,<65,L95,LBN,1e-6,Asia-Europe
Lesotho,<65,L95,LSO,4e-6,Africa
Liberia,<65,L95,LBR,5e-6,Africa
Libya,<65,L95,LBY,2e-6,Europe
Lithuania,<65,L95,LTU,2e-6,Europe
Luxembourg,<65,L95,LUX,0,Europe
Madagascar,<65,L95,MDG,4e-6,Africa
Malawi,<65,L95,MWI,4e-6,Africa
Malaysia,<65,L95,MYS,4e-6,Eastern and Southern Asia
Maldives,<65,L95,MDV,0,Eastern and Southern Asia
Mali,<65,L95,MLI,4e-6,Africa
Malta,<65,L95,MLT,0,Europe
Mauritania,<65,L95,MRT,4e-6,Africa
Mauritius,<65,L95,MUS,3e-6,Africa
Mexico,<65,L95,MEX,9e-6,Northern America
Micronesia_(Federated_States_of),<65,L95,FSM,0,NA
Mongolia,<65,L95,MNG,2e-6,Eastern and Southern Asia
Montenegro,<65,L95,MNE,0,Europe
Morocco,<65,L95,MAR,4e-6,Europe
Mozambique,<65,L95,MOZ,5e-6,Africa
Myanmar,<65,L95,MMR,4e-6,Eastern and Southern Asia
Namibia,<65,L95,NAM,4e-6,Africa
Nepal,<65,L95,NPL,5e-6,Eastern and Southern Asia
Netherlands,<65,L95,NLD,2e-6,Europe
New_Zealand,<65,L95,NZL,2e-6,Oceania-Melanesia-Polynesia
Nicaragua,<65,L95,NIC,2e-6,Northern America
Niger,<65,L95,NER,5e-6,Africa
Nigeria,<65,L95,NGA,4e-6,Africa
Norway,<65,L95,NOR,6e-6,Europe
Oman,<65,L95,OMN,2e-6,Asia-Europe
Pakistan,<65,L95,PAK,4e-6,Asia-Europe
Panama,<65,L95,PAN,2e-6,Southern America
Papua_New_Guinea,<65,L95,PNG,5e-6,Eastern and Southern Asia
Paraguay,<65,L95,PRY,8e-6,Southern America
Peru,<65,L95,PER,4e-6,Northern America
Philippines,<65,L95,PHL,6e-6,Eastern and Southern Asia
Poland,<65,L95,POL,2e-6,Europe
Portugal,<65,L95,PRT,3e-6,Europe
Qatar,<65,L95,QAT,1e-6,Asia-Europe
Republic_of_Korea,<65,L95,KOR,1e-6,Eastern and Southern Asia
Moldova,<65,L95,MDA,4e-6,Europe
Romania,<65,L95,ROU,4e-6,Europe
Russia,<65,L95,RUS,4e-6,Eastern and Southern Asia
Rwanda,<65,L95,RWA,4e-6,Asia-Europe
Saint_Lucia,<65,L95,LCA,0,Southern America
Saint_Vincent_and_the_Grenadines,<65,L95,VCT,0,Southern America
Samoa,<65,L95,WSM,0,Oceania-Melanesia-Polynesia
Sao_Tome_and_Principe,<65,L95,STP,5e-6,Africa
Saudi_Arabia,<65,L95,SAU,2e-6,Asia-Europe
Senegal,<65,L95,SEN,5e-6,Africa
Serbia,<65,L95,SRB,3e-6,Europe
Seychelles,<65,L95,SYC,0,NA
Sierra_Leone,<65,L95,SLE,5e-6,Africa
Singapore,<65,L95,SGP,1.2e-5,Eastern and Southern Asia
Slovakia,<65,L95,SVK,2e-6,Europe
Slovenia,<65,L95,SVN,1e-6,Europe
Solomon_Islands,<65,L95,SLB,4e-6,Oceania-Melanesia-Polynesia
Somalia,<65,L95,SOM,4e-6,Africa
South_Africa,<65,L95,ZAF,4.4000000000000006e-5,Africa
South_Sudan,<65,L95,SSD,4e-6,Africa
Spain,<65,L95,ESP,2e-6,Europe
Sri_Lanka,<65,L95,LKA,2e-6,Eastern and Southern Asia
Sudan,<65,L95,SDN,4e-6,Africa
Suriname,<65,L95,SUR,4e-6,Southern America
Swaziland,<65,L95,SWZ,5e-6,Africa
Sweden,<65,L95,SWE,1e-6,Europe
Switzerland,<65,L95,CHE,3e-6,Europe
Syria,<65,L95,SYR,2e-6,Asia-Europe
Taiwan,<65,L95,TWN,1e-6,Eastern and Southern Asia
Tajikistan,<65,L95,TJK,4e-6,Asia-Europe
Thailand,<65,L95,THA,1e-6,Eastern and Southern Asia
Macedonia,<65,L95,MKD,1e-6,Europe
Timor-Leste,<65,L95,TLS,4e-6,Eastern and Southern Asia
Togo,<65,L95,TGO,4e-6,Africa
Tonga,<65,L95,TON,0,Oceania-Melanesia-Polynesia
Trinidad_and_Tobago,<65,L95,TTO,3e-6,Southern America
Tunisia,<65,L95,TUN,2e-6,Europe
Turkey,<65,L95,TUR,1e-6,Asia-Europe
Turkmenistan,<65,L95,TKM,4e-6,Asia-Europe
Uganda,<65,L95,UGA,5e-6,Africa
Ukraine,<65,L95,UKR,3e-6,Europe
United_Arab_Emirates,<65,L95,ARE,1e-6,Asia-Europe
United_Kingdom,<65,L95,GBR,1e-6,Europe
Tanzania,<65,L95,TZA,4e-6,Africa
United_States_of_America,<65,L95,USA,4e-6,Northern America
Uruguay,<65,L95,URY,4e-6,Southern America
Uzbekistan,<65,L95,UZB,4e-6,Asia-Europe
Vanuatu,<65,L95,VUT,4e-6,Oceania-Melanesia-Polynesia
Venezuela,<65,L95,VEN,2e-6,Southern America
Vietnam,<65,L95,VNM,2e-6,Eastern and Southern Asia
Yemen,<65,L95,YEM,4e-6,Asia-Europe
Zambia,<65,L95,ZMB,4e-6,Africa
Zimbabwe,<65,L95,ZWE,4e-6,Africa
Afghanistan,<65,U95,AFG,2.32e-4,Asia-Europe
Albania,<65,U95,ALB,3.2e-5,Europe
Algeria,<65,U95,DZA,2.34e-4,Europe
Angola,<65,U95,AGO,2.25e-4,Africa
Antigua_and_Barbuda,<65,U95,ATG,2.2999999999999997e-5,NA
Argentina,<65,U95,ARG,4.0999999999999994e-5,Southern America
Armenia,<65,U95,ARM,3.2e-5,Asia-Europe
Australia,<65,U95,AUS,8e-6,Oceania-Melanesia-Polynesia
Austria,<65,U95,AUT,1.8e-5,Europe
Azerbaijan,<65,U95,AZE,2.2899999999999998e-4,Asia-Europe
Bahamas,<65,U95,BHS,3.4e-5,Northern America
Bahrain,<65,U95,BHR,3.1e-5,Asia-Europe
Bangladesh,<65,U95,BGD,2.28e-4,Eastern and Southern Asia
Barbados,<65,U95,BRB,4.9000000000000005e-5,Southern America
Belarus,<65,U95,BLR,1.8e-5,Europe
Belgium,<65,U95,BEL,5.3e-5,Europe
Belize,<65,U95,BLZ,2.9e-5,Northern America
Benin,<65,U95,BEN,2.21e-4,Africa
Bhutan,<65,U95,BTN,2.31e-4,Eastern and Southern Asia
Bolivia,<65,U95,BOL,2.22e-4,Southern America
Bosnia_and_Herzegovina,<65,U95,BIH,3.1e-5,Europe
Botswana,<65,U95,BWA,2.2600000000000002e-4,Africa
Brazil,<65,U95,BRA,3.4e-5,Southern America
Brunei_Darussalam,<65,U95,BRN,5.7e-5,Eastern and Southern Asia
Bulgaria,<65,U95,BGR,2.4e-5,Europe
Burkina_Faso,<65,U95,BFA,2.18e-4,Africa
Burundi,<65,U95,BDI,2.31e-4,Africa
Cambodia,<65,U95,KHM,2.24e-4,Eastern and Southern Asia
Cameroon,<65,U95,CMR,2.31e-4,Africa
Canada,<65,U95,CAN,6e-6,Northern America
Cape_Verde,<65,U95,CPV,2.15e-4,Africa
Central_African_Republic,<65,U95,CAF,2.13e-4,Africa
Chad,<65,U95,TCD,2.2600000000000002e-4,Africa
Chile,<65,U95,CHL,1.7e-5,Southern America
Hong_Kong,<65,U95,HKG,5e-6,Eastern and Southern Asia
China,<65,U95,CHN,1.2e-5,Eastern and Southern Asia
Colombia,<65,U95,COL,2.2999999999999997e-5,Southern America
Comoros,<65,U95,COM,2.17e-4,Africa
Congo,<65,U95,COG,2.2600000000000002e-4,Africa
Costa_Rica,<65,U95,CRI,5.8e-5,Southern America
Côte_d'Ivoire,<65,U95,CIV,2.23e-4,Africa
Croatia,<65,U95,HRV,3.2e-5,Europe
Cuba,<65,U95,CUB,2e-5,Northern America
Cyprus,<65,U95,CYP,3.2e-5,Asia-Europe
Czech_Republic,<65,U95,CZE,7e-6,Europe
Democratic_People's_Republic_of_Korea,<65,U95,PRK,2.7000000000000002e-5,Eastern and Southern Asia
Democratic_Republic_of_the_Congo,<65,U95,COD,2.24e-4,Africa
Denmark,<65,U95,DNK,9e-6,Europe
Djibouti,<65,U95,DJI,2.25e-4,Asia-Europe
Dominican_Republic,<65,U95,DOM,2.7000000000000002e-5,Southern America
Ecuador,<65,U95,ECU,3.2999999999999996e-5,Northern America
Egypt,<65,U95,EGY,2.2899999999999998e-4,Asia-Europe
El_Salvador,<65,U95,SLV,2.1899999999999998e-4,Southern America
Equatorial_Guinea,<65,U95,GNQ,2.24e-4,Africa
Eritrea,<65,U95,ERI,2.14e-4,Asia-Europe
Estonia,<65,U95,EST,2.1000000000000002e-5,Europe
Ethiopia,<65,U95,ETH,2.32e-4,Africa
Fiji,<65,U95,FJI,4.5e-5,Oceania-Melanesia-Polynesia
Finland,<65,U95,FIN,1.3000000000000001e-5,Europe
France,<65,U95,FRA,3e-5,Europe
Gabon,<65,U95,GAB,2.1600000000000002e-4,Africa
Gambia,<65,U95,GMB,2.15e-4,Africa
Georgia,<65,U95,GEO,2.7000000000000002e-5,Asia-Europe
Germany,<65,U95,DEU,6e-6,Europe
Ghana,<65,U95,GHA,2.23e-4,Africa
Greece,<65,U95,GRC,2.8e-5,Europe
Grenada,<65,U95,GRD,5e-5,NA
Guatemala,<65,U95,GTM,6.3e-5,Northern America
Guinea,<65,U95,GIN,2.23e-4,Africa
Guinea-Bissau,<65,U95,GNB,2.1600000000000002e-4,Africa
